id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
847124	00000000000000000001e382a452afce9ed90172ae61586b5147de3399fd9f83	2024-06-09 00:10:46	2024-06-08 23:13:23	1572488	806899	3993185	536870912	20000000	100000000000000000000000000000	7229c7826a7d22bf043703566afdbdb03f01806ed92e62014a7d88ceefcad52c	3427615690	386096312	83716654861185	00000000000000000000000000000000000000007da933b3e8d435ff7fa9a4e2	0314ed0c1a2f5669614254432f4d696e656420627920616d616c383334372f2cfabe6d6d563a752ca5de7c34d4f66bb25cbfda3b3607a16150a7ff8745beecd56682535710000000000000001052d3e1055b5347340f3e4e609df0300000000000	3920	3810	7518	11842	200268093663	138775776	200580593663	138992320	65965929	45711.0898	41960.71	29.0769	16525.803	11.4517	40805.259871646	312500000	216546.875	378465929	262257.9688	ViaBTC
847125	00000000000000000001c8a4f5614d0996f6864c5eec7833fea37a2eb0db31b6	2024-06-09 00:12:50	2024-06-08 23:27:22	1421054	857206	3992672	560103424	21628000	100001011000101000000000000000	05506fa829d6c4670fb5f7a9217f19d81ac545fc962f259542504c17c0def2a6	2293609869	386096312	83716654861185	00000000000000000000000000000000000000007da97fd80271db1da8d66a7c	0315ed0c0465f364662f4d41524120506f6f6c202876303331393234292f98e950ab869be201eda7354a60f4071b12b2ef85560000000000ffffffff	7129	7104	7635	14892	33919679152	23504642	34232179152	23721188	31577963	21881.9492	22226.373	15.4015	7911.231	5.4819	521.46876173313	312500000	216546.875	344077963	238428.8281	MaraPool
847126	000000000000000000025e6db27de66d16492d8bb938c6cac46095beb110fbcb	2024-06-09 00:31:02	2024-06-08 23:36:46	1508779	828068	3992983	603979776	24000000	100100000000000000000000000000	a5831b7263635a3fd240fec0b332210775a3a0469ce8072985868a018986ebfc	4082760262	386096312	83716654861185	00000000000000000000000000000000000000007da9cbfc1c0f803bd2033016	0316ed0c04c6f764662f466f756e6472792055534120506f6f6c202364726f70676f6c642f0f87ea37b788730100000000	4243	4155	7193	12186	2021784794062	1400995712	2022097294062	1401212288	58424781	40485.4531	38731.95	26.8393	14636.452	10.142	26083.648608989	312500000	216546.875	370924781	257032.3281	Foundry USA Pool
847127	000000000000000000002ac4d229203f1792f14eb233c594a6f8408830fbaf9e	2024-06-09 01:06:26	2024-06-08 23:42:16	1544436	817865	3998031	536928256	2000e000	100000000000001110000000000000	27a686e12750ece5dc7f7f27bf2ea858083277c8c0806fccc4cd5e5b35dcc68a	1850166090	386096312	83716654861185	00000000000000000000000000000000000000007daa182035ad2559fb2ff5b0	0317ed0c2cfabe6d6dbdb9b640698d5fd8906004c8e6728804f60bde726bba834526598ade572a086410000000f09f909f092f4632506f6f6c2f67000000000000000000000000000000000000000000000000000000000000000000000005003e2d0000	3793	3680	6991	13005	502448503098	348171680	502761003098	348388224	83027503	57533.9102	53777.945	37.2655	20777.783	14.3981	7090.6695217411	312500000	216546.875	395527503	274080.7812	F2Pool
847128	00000000000000000002eefa3906d3f1566941c5e2b841e776af040354d315d8	2024-06-09 01:09:50	2024-06-08 23:49:23	1549124	816294	3998006	1040187392	3e000000	111110000000000000000000000000	c93cce3feb62f8767604679338d795cb92b1ec9b868cea4e3e9554e65c6c9f8c	32637441	386096312	83716654861185	00000000000000000000000000000000000000007daa64444f4aca78245cbb4a	0318ed0c2cfabe6d6dedbf8446d2596eb8c4ad9e2da2e253bed812648f778d13919d70261a94857b0d10000000f09f909f092f4632506f6f6c2f670000000000000000000000000000000000000000000000000000000000000000000000050089f40800	4256	4160	7459	10459	84255986948	58385188	84568486948	58601732	35972874	24927.4023	23229.543	16.0972	9002.333	6.2379	7075.3179940444	312500000	216546.875	348472874	241474.2812	F2Pool
847129	000000000000000000025e50f6e271d1a65a3d48b9ba6e0ed34f6d0eb85c070f	2024-06-09 01:35:53	2024-06-09 00:10:46	1601579	797382	3993725	701480960	29cfc000	101001110011111100000000000000	29f7c52732df301e0dca84d800ecddbfa2a6c04f00c48f13cfd8fab799f2f29d	1371997841	386096312	83716654861185	00000000000000000000000000000000000000007daab06868e86f964d8980e4	0319ed0c194d696e656420627920416e74506f6f6c20b9002d06e7c3d1b2fabe6d6def6dc51a3c38a9431bb4498a4ab37952e08207ee0a8f703164adb7211807053c10000000000000000000d4228eb82f0200000000	3534	3446	7398	11652	230562897981	159768560	230875397981	159985104	67564825	46819.0469	42198.9	29.2418	16925.34	11.7282	5306.7417418168	312500000	216546.875	380064825	263365.9062	AntPool
847130	0000000000000000000024bd377f34e1a9dbcb49df4433828da49256f998fbb4	2024-06-09 01:39:55	2024-06-09 00:12:50	1566522	808889	3993189	632963072	25ba4000	100101101110100100000000000000	7dae244a14be0ae98583060af0916f9eb9543848123c98c2a59a564ca6e2d08e	1003523279	386096312	83716654861185	00000000000000000000000000000000000000007daafc8c828614b476b6467e	031aed0c04eb0765662f466f756e6472792055534120506f6f6c202364726f70676f6c642f3100b363ee5a000000000000	4528	4430	7554	11961	133686329703	92637944	133998829703	92854488	37463534	25960.3555	23920.295	16.5754	9384.801	6.5033	27845.485120106	312500000	216546.875	349963534	242507.2344	Foundry USA Pool
847131	000000000000000000005c36a27bdd3d1a4c8ae1062944cab0ced87233175d89	2024-06-09 01:58:42	2024-06-09 00:31:02	1635904	785767	3993205	688496640	2909a000	101001000010011010000000000000	2d789f5990a7c116d2acaff0edf9c30b861599c36d784595e437649c20cfcb11	3290577503	386096312	83716654861185	00000000000000000000000000000000000000007dab48b09c23b9d29fe30c18	031bed0c04530c65662f466f756e6472792055534120506f6f6c202364726f70676f6c642f0c0bf5c98a04000000000000	3930	3866	7249	11546	317083229506	219722816	317395729506	219939376	57681472	39970.375	35267.023	24.4383	14449.437	10.0124	3284.4010792249	312500000	216546.875	370181472	256517.25	Foundry USA Pool
847132	00000000000000000003127ab21775cc5066a93221c8bf18ae10ed1db7e22a75	2024-06-09 02:10:46	2024-06-09 01:06:26	1673666	773264	3993458	536920064	2000c000	100000000000001100000000000000	f3827fa310e40f99d2bc1d610d7b2817f44916de7c8ac8c799f6b8e3b5123956	3977280513	386096312	83716654861185	00000000000000000000000000000000000000007dab94d4b5c15ef0c90fd1b2	031ced0c122f5669614254432f5472757374706f6f6c2f2cfabe6d6d56ceb4bfeb0d017f333c8bce2b639e9ae7f36212d94a0c08f55d5459ee668fe9100000000000000010890695015a841a09fad336a0ced8090000000000	3999	3926	7427	10871	327762508326	227123024	328075008326	227339584	54181235	37544.8867	32380.373	22.4377	13572.461	9.4047	12893.808243779	312500000	216546.875	366681235	254091.7656	ViaBTC
847133	0000000000000000000208c164b994442d41cbc4e92d9753980667818a3744b2	2024-06-09 02:48:15	2024-06-09 01:09:50	1578165	805183	3993714	549453824	20c00000	100000110000000000000000000000	81411fe96950dd44e502f6bf790d58f7b552b99c7c3afebddd28db6289196b0e	2264290364	386096312	83716654861185	00000000000000000000000000000000000000007dabe0f8cf5f040ef23c974c	031ded0c1062696e616e63652f9300c70301a69149fabe6d6d731a6ef11203d29a6d97cd6ab667753af9cc3df73de3b439d5cb05c6571569f010000000000000000000f0ad63d7000000000000	3151	3059	7395	11888	394744289897	273538048	395056789897	273754592	100958514	69959.2031	63990.984	44.3426	25290.475	17.5247	15884.512779549	312500000	216546.875	413458514	286506.0625	Binance
