id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
841704	00000000000000000000409a96b644f5c32da4bc2017341d08c27b683ce6696d	2024-05-02 00:29:13	2024-05-01 23:18:01	1540153	817843	3993682	799735808	2fab0000	101111101010110000000000000000	9c11cdb665ebce89dc6088fa3bf24127cb6672cd71289e7ee75fe7e1ab36853b	120174900	386085339	88104191118793	0000000000000000000000000000000000000000774d23c7dbcce15d5d7ef38e	03e8d70c1b4d696e656420627920416e74506f6f6c3930376800c5015e88019efabe6d6d51b5b624f0bb5df04980f01dceaf68660207c822a1b5c55f680c4061039b2a5310000000000000000000191a5604000000000000	2988	2806	7035	10897	2726170195568	1582814464	2726482695568	1582995840	38050013	22091.8379	24713	14.3484	9531.848	5.5343	234660.45923343	312500000	181437.5	350550013	203529.3438	AntPool
841705	00000000000000000002297d86818ee5e741fadd5d54694c2df1745792540f4f	2024-05-02 00:32:16	2024-05-01 23:34:07	1830777	722417	3998028	784752640	2ec66000	101110110001100110000000000000	805760993263be33ed696896a34cc814f324eb58a0a360fd4ea0bbc621790342	1354792584	386085339	88104191118793	0000000000000000000000000000000000000000774d73e986f25a4bfd41f3ec	03e9d70c2cfabe6d6d8e28fba7f0e72405c46065b5cf0d0bb4dd79e5f1f351a53eab1c93b2bbf4505610000000f09f909f092f4632506f6f6c2f6c000000000000000000000000000000000000000000000000000000000000000000000005000bdecd2e	2510	2395	7305	7280	83845531215	48680716	84158031215	48862152	22106068	12834.7832	12078.261	7.0125	5532.088	3.2119	9980.9492050613	312500000	181437.5	334606068	194272.2812	F2Pool
841706	000000000000000000024cd6920c63e0c48e6ea01ce834bff1c023130c5c9dbd	2024-05-02 00:38:13	2024-05-01 23:49:23	1668517	774874	3993139	615636992	24b1e000	100100101100011110000000000000	e8fa2c0ef1b8e44aebd6b16e7e699d902c4f9f14e6ff04d03c9d35a5cb4092b2	3677433150	386085339	88104191118793	0000000000000000000000000000000000000000774dc40b3217d33a9d04f44a	03ead70c0476e032662f466f756e6472792055534120506f6f6c202364726f70676f6c642f92013564f976000000000000	3775	3657	7397	9335	271316384676	157526288	271628884676	157707728	21551927	12513.0488	12919.448	7.5008	5398.932	3.1347	9039.5359104196	312500000	181437.5	334051927	193950.5469	Foundry USA Pool
841707	00000000000000000002032f7c7f1382552d62fa5afe3bf77b423c2a2e178d66	2024-05-02 00:44:02	2024-05-01 23:54:15	1444907	849619	3993764	543162368	20600000	100000011000000000000000000000	f410969eb58c478b94c2fbe53930681df5da1d6b2b391702a90a3e7c937f18fb	1106532870	386085339	88104191118793	0000000000000000000000000000000000000000774e142cdd3d4c293cc7f4a8	03ebd70c1b4d696e656420627920416e74506f6f6c393031d601c80463d4387cfabe6d6dd399b0f523dc57464811fee2ad033cfcf5bdad5c127f98e9d45df1776051d728100000000000000000007bd22242000000000000	3639	3565	7569	8953	200753042565	116557216	201065542565	116738656	21130099	12268.1357	14628.677	8.4936	5293.1587	3.0731	5081.9230703361	312500000	181437.5	333630099	193705.6406	AntPool
841708	0000000000000000000223018f44185dff5a511e986a624e7271e87a7143bf47	2024-05-02 01:34:21	2024-05-01 23:56:59	1532933	820168	3993437	613998592	2498e000	100100100110001110000000000000	755d51864a0a3c3802dcdeb284744f99952230bb2fdbadc0c67d9385986e31bf	3455466812	386085339	88104191118793	0000000000000000000000000000000000000000774e644e8862c517dc8af506	03ecd70c194d696e656420627920416e74506f6f6c202e008e0575d26929fabe6d6d88a9a84f5a8e923d02df3b3ab8c710f541f57560992797f4dc13588d9aeb06f9100000000000000094b70000c14a040000000000	2694	2494	6860	12120	635130802410	368756928	635443302410	368938368	42535290	24695.9902	27756.252	16.1151	10656.08	6.1869	258301.74061409	312500000	181437.5	355035290	206133.4844	AntPool
841709	000000000000000000027a50192e18474167686af52a555b8f04c526ba1115f8	2024-05-02 01:39:20	2024-05-02 00:29:13	1656486	779064	3993678	729481216	2b7b0000	101011011110110000000000000000	9b5d60c1a2a8fe76e53a1ed716b68ef8c5e2cab32f9bd5e50330e88fac872df5	1733581832	386085339	88104191118793	0000000000000000000000000000000000000000774eb47033883e067c4df564	03edd70c1b4d696e656420627920416e74506f6f6c3937302e0017027799fc21fabe6d6d95b797a39983a2eb1e9e11ccd91d6abfd2a9af30f0f7043622c60a7dbd96542110000000000000000000ab11b500000000000000	2082	1946	8278	8374	991413797882	575614848	991726297882	575796288	28895161	16776.5312	17448.674	10.1309	7238.488	4.2024	26049.957037773	312500000	181437.5	341395161	198214.0312	AntPool
841710	00000000000000000001164851b753450d7c23a7b798c31be4aaa525c236e306	2024-05-02 01:41:08	2024-05-02 00:32:16	1638105	785179	3993642	1073676288	3fff0000	111111111111110000000000000000	1bfa36c9a0bdd7ae06684c2a82982653d8cb0fc311eb15a4862489a9faef14b9	1389243727	386085339	88104191118793	0000000000000000000000000000000000000000774f0491deadb6f51c10f5c2	03eed70c1b4d696e656420627920416e74506f6f6c3830356800dc00783ebaf1fabe6d6d33ab4eb0ab07be159694bcc7faa79920668ecf9189e1c906e9b7fe14118393521000000000000000e0cd00000c5a000000000000	2277	2159	8574	6819	236564522334	137349360	236877022334	137530800	20620073	11972.0146	12591.427	7.3103	5165.553	2.9994	38364.350824496	312500000	181437.5	333120073	193409.5156	AntPool
841711	0000000000000000000072404aa2892ebc7f1ce005bb991939f52b08862a8873	2024-05-02 01:53:05	2024-05-02 00:38:13	1639605	784598	3993399	905969664	36000000	110110000000000000000000000000	3527d236775ef0d4687ce4882ba6d9ee8cdee44fe00e42159907adba7ee14a99	556882721	386085339	88104191118793	0000000000000000000000000000000000000000774f54b389d32fe3bbd3f620	03efd70c194d696e656420627920416e74506f6f6c20d6010e007c8621ccfabe6d6d17ad957d5df9b58671067ff9d7c98044ac38fd0ec33b7a17cc51e1d7ef38014e100000000000000000009fef88e12f0000000000	3293	3169	8055	10485	1456047400499	845381120	1456359900499	845562560	25392603	14742.9453	15491.513	8.9947	6361.4985	3.6932	13816.208491995	312500000	181437.5	337892603	196180.4375	AntPool
841712	00000000000000000000996cb99b2ef96bad7a7e13c3d5775747e7d65d328f86	2024-05-02 02:11:26	2024-05-02 00:44:02	1584430	803094	3993712	600637440	23cd0000	100011110011010000000000000000	1549a08a541d9123860d11802c8dd3cd954ab70e2df3abce3edaf3e4d501ddc2	4160516688	386085339	88104191118793	0000000000000000000000000000000000000000774fa4d534f8a8d25b96f67e	03f0d70c194d696e656420627920416e74506f6f6c202e00140383162904fabe6d6d221c9c900cb074ae8e4d492b74e80701c1ea47e7b3999a9a50a89a81253b7c36100000000000000000007bd84d847f0100000000	3604	3460	7656	11589	789705360449	458502944	790017860449	458684384	26868019	15599.5723	16962.615	9.8487	6730.6006	3.908	62111.647612722	312500000	181437.5	339368019	197037.0781	AntPool
841713	00000000000000000000fda2123bd81f86670d78df00f7244c57fd21a65abd42	2024-05-02 02:14:22	2024-05-02 01:34:21	1739091	751407	3993312	536870912	20000000	100000000000000000000000000000	3e39693222af71bb07bbb707e9c5570ce566a6ceafebe8945c53bffeae8dfdaf	1062736229	386085339	88104191118793	0000000000000000000000000000000000000000774ff4f6e01e21c0fb59f6dc	03f1d70c082f5669614254432f2cfabe6d6de680e2f67de09b21a2573661f882b8de7a85c6a1d303ba40a1a73406c1b3f4ee100000000000000010809e6800299368f3ee10bb210910000000000000	4592	4544	8315	10750	111505203407	64739920	111817703407	64921360	18851697	10945.2949	10842.354	6.2949	4722.4966	2.7416	15846.729296915	312500000	181437.5	331351697	192382.7969	ViaBTC
