id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
837605	000000000000000000011e3869a7e67c1ac797a3ea5e3d11be8919bee3301d7a	2024-04-04 00:09:50	2024-04-03 23:07:49	1651957	780301	3992860	643309572	26582004	100110010110000010000000000100	845a5484e8bcf70e8cb16004e573c42e9967cf04effaf225bdc0b5636ff12f6a	1822604649	386097875	83126997340025	00000000000000000000000000000000000000007268f38f7b7c41f7c1b5f860	03e5c70c04ceef0d662f53424943727970746f2e636f6d20506f6f6c2f0d1b6990ee5a163da5be0000	2416	2233	8441	8871	1432755482948	946621568	1433380482948	947034496	23765059	15701.5742	14388.5205	9.5068	5953.4517	3.9331	55051.181507338	625000000	412937.5	648765059	428639.0625	SBICrypto
837606	00000000000000000001324cc6550a32efab08e986269d227cb387a8ceb30258	2024-04-04 00:12:11	2024-04-03 23:24:50	1388699	869770	3998009	872415232	34000000	110100000000000000000000000000	d3459cbe4a6d8edf470bb87f15e20ca072b577943806a011de57b9dbb2c8de47	2494256670	386097875	83126997340025	000000000000000000000000000000000000000072693f2a4a3ce030fbe59380	03e6c70c2cfabe6d6d440fc1d5325c60391af86f3bee857c47a8eeb3fab63d7b36f9a5c3143268c11610000000f09f909f092f4632506f6f6c2f640000000000000000000000000000000000000000000000000000000000000000000000050057ef528e	858	738	6561	3155	75771591375	50062292	76396591375	50475228	11545588	7628.1699	8317.2	5.495	2889.3203	1.9088	6641.325960436	625000000	412937.5	636545588	420565.6562	F2Pool
837607	000000000000000000020e4e1dd457339f06eac842a8bbc1ae0f6cd87eff0072	2024-04-04 00:16:17	2024-04-03 23:34:49	1613684	793007	3992705	605986816	241ea000	100100000111101010000000000000	19d20fbaf5b03573eb6e460db9320e580a23cd14ce085bec8ab3197195a43243	872310030	386097875	83126997340025	000000000000000000000000000000000000000072698ac518fd7e6a36152ea0	03e7c70c0451f10d662f466f756e6472792055534120506f6f6c202364726f70676f6c642f24a3216c9d00000000000000	2102	1989	7486	4500	1768770474186	1168626688	1769395474186	1169039616	12843310	8485.5752	7960.4644	5.2592	3217.5642	2.1261	19425.729610841	625000000	412937.5	637843310	421423.0625	Foundry USA Pool
837608	0000000000000000000270907b83edd471de963a809d0e76b1c9f28e5e8eb353	2024-04-04 00:30:22	2024-04-03 23:48:51	1835058	719514	3993600	616996864	24c6a000	100100110001101010000000000000	7d8b97ca2a5ef28dcdf751cc9a9fecee55bbbd3bba4f90079f2660bc7930d287	3654751826	386097875	83126997340025	00000000000000000000000000000000000000007269d65fe7be1ca37044c9c0	03e8c70c194d696e656420627920416e74506f6f6c208d0005030b62de0cfabe6d6d60d7813fcfd46805e278ddb114529091384a9791d6fd037d33bafd1de8a4414310000000000000000000774d2c30010000000000	2653	2488	7618	9333	401250076172	265105920	401875076172	265518864	17776455	11744.9043	9689.644	6.4022	4453.234	2.9421	14518.85791835	625000000	412937.5	642776455	424682.4062	AntPool
837609	00000000000000000000fd1abb402fcf552d2199624269929c1a6f86390615ae	2024-04-04 01:19:42	2024-04-03 23:50:34	1497985	833333	3997984	536870912	20000000	100000000000000000000000000000	288d961bf1b7515178400c3abc22c4cc18444b7e88c8c3be46d9e89262cd3be4	2296452889	386097875	83126997340025	0000000000000000000000000000000000000000726a21fab67ebadcaa7464e0	03e9c70c2cfabe6d6d07148904bd9f141b37b377699b68c5deb6f0182daa0cd2f21508690b46e0e82a10000000f09f909f092f4632506f6f6c2f64000000000000000000000000000000000000000000000000000000000000000000000005002980fe36	3078	2769	6304	14023	1279505404634	845369216	1280130404634	845782144	37736892	24932.7637	25200.871	16.6503	9443.837	6.2397	67770.410956991	625000000	412937.5	662736892	437870.25	F2Pool
837610	000000000000000000029db9b6578a4414398eec401d3c67fbc2b880d38ec753	2024-04-04 01:26:48	2024-04-04 00:09:50	1710620	762437	3997931	639565824	261f0000	100110000111110000000000000000	1c0f04cf71650514bd6eb85e80ad011a52ca8f1019cb7cdcdf4b5261f89d0501	4142887427	386097875	83126997340025	0000000000000000000000000000000000000000726a6d95853f5915e4a40000	03eac70c2cfabe6d6dc2a586e9619fcc59038d3c15cdf62f33ee018c84a6c406f25dcf7dca6004738510000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500a8880000	2771	2606	7126	10043	411125198095	271630432	411750198095	272043360	20256815	13383.6777	11845.543	7.8267	5069.4316	3.3491	368664.53874757	625000000	412937.5	645256815	426321.1875	F2Pool
837611	0000000000000000000053cb6ad73f0e8ea1b629a3bfd0c7e929526961198409	2024-04-04 01:34:30	2024-04-04 00:12:11	1718340	758353	3993399	536895488	20006000	100000000000000110000000000000	22c04b32e27ce727acecbacad6226067603ff830de1d3916f557f7ea86a8351f	3058570180	386097875	83126997340025	0000000000000000000000000000000000000000726ab93053fff74f1ed39b20	03ebc70c1c2f5669614254432f4d696e6564206279206e696b6f6c61793135392f2cfabe6d6d4ddbfedb274ed270fb194613ed257ec35b95edfb3981890b59b25c0f630d826c100000000000000010859e6700815f96ef851cbfab5924170000000000	2196	2061	7173	10225	464723142659	307042592	465348142659	307455520	15592442	10301.9268	9076.254	5.9965	3906.0212	2.5807	33383.842928226	625000000	412937.5	640592442	423239.4375	ViaBTC
837612	00000000000000000000c267ca4da5cbf29c4768e0b1547e7326e968cbb32a20	2024-04-04 01:56:36	2024-04-04 00:16:17	1760317	744164	3992809	939515904	37ffe000	110111111111111110000000000000	30033c904575695360e9e4b766bb3d45d6a8e220791024b0e1007c4df8207e6a	667744987	386097875	83126997340025	0000000000000000000000000000000000000000726b04cb22c0958859033640	03ecc70c04d4080e6600c1b16c759011b7000b5768697465506f6f6c2034	3043	2852	6425	10933	2013322859223	1330202368	2013947859223	1330615296	23522839	15541.54	13364.976	8.8303	5892.8003	3.8935	65415.503632809	625000000	412937.5	648522839	428479.0312	Unknown
837613	0000000000000000000267da91f7d5b7f76c2789cbc178391ffcb8f1e1145280	2024-04-04 02:05:04	2024-04-04 00:30:22	1783519	738109	3997846	653221888	26ef6000	100110111011110110000000000000	e2497fd7cce97e714bbf8e750780eac602afcbf03ec16c695a852aed9182a0ce	360854838	386097875	83126997340025	0000000000000000000000000000000000000000726b5065f18133c19332d160	03edc70c2cfabe6d6db11e36669f60abbcfb79c753d6815f36ed1f46bb4b7a89ec33e3df0ad537ebf310000000f09f909f092f4632506f6f6c2f6700000000000000000000000000000000000000000000000000000000000000000000000500289f0000	1928	1806	7445	8948	676385217014	446887712	677010217014	447300640	16713218	11042.4229	9373.766	6.1934	4182.707	2.7637	23711.234958013	625000000	412937.5	641713218	423979.9375	F2Pool
837614	00000000000000000001a77f024573080e0bc740a7e849cb88b203a094cd85fe	2024-04-04 02:07:38	2024-04-04 01:19:42	1469749	841273	3993568	537640960	200bc000	100000000010111100000000000000	2f509885db9a799f7efe3657f966b9ad3a673de440ae5e8af2f2b5748911d4bc	2412075959	386097875	83126997340025	0000000000000000000000000000000000000000726b9c00c041d1facd626c80	03eec70c1b4d696e656420627920416e74506f6f6c3837334f0001012e2bb060fabe6d6d87edc8776de7ceff4ce59ebf1408d89318f8e5bb55839ad787aef20f4f79258f10000000000000000000bca2c745000000000000	1551	1454	7623	3971	420824753061	278038912	421449753061	278451840	10276886	6789.9385	6994.543	4.6216	2574.5198	1.7013	27719.01301851	625000000	412937.5	635276886	419727.4375	AntPool
