id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
837165	000000000000000000001356c25fd01601bad27e6240af53e050880b37772f47	2024-04-01 00:03:10	2024-03-31 22:56:23	2438208	518509	3993735	536895488	20006000	100000000000000110000000000000	25cd6ab3729d9cec318b9040af103aee6e9d2b1f54a190bab2c4c556c202dc2c	2343124603	386097875	83126997340025	000000000000000000000000000000000000000071e7017c206c4f9bbfe35960	032dc60c1b4d696e656420627920416e74506f6f6c38333035010002f8b3bc3efabe6d6d22803bf9ff9f49e0a58d6dd944639f552aabfe1839456fc3977578bd818faddb100000000000000000006c940434010000000000	2311	2171	4975	7137	208676873880	148792864	209301873880	149238512	22697185	16183.7734	9310.783	6.639	5685.7603	4.0543	32731.546009426	625000000	445643.75	647697185	461827.5312	AntPool
837166	0000000000000000000353136a88365c720a94ccfd0855bcc058578f6c4cb80c	2024-04-01 00:19:30	2024-03-31 23:14:00	2333967	553020	3993027	776241152	2e448000	101110010001001000000000000000	f0bb09d0ba7779bf6288660c7c7199d2fe3782e7070cd15b375910ccf510aec0	4231030023	386097875	83126997340025	000000000000000000000000000000000000000071e74d16ef2cedd4fa12f480	032ec60c0493fd09662f466f756e6472792055534120506f6f6c202364726f70676f6c642f1be8a5762867010000000000	2275	2137	4985	7493	1854682811807	1322444544	1855307811807	1322890112	22537473	16069.8945	9657.523	6.8864	5645.7344	4.0258	71659.396822764	625000000	445643.75	647537473	461713.6562	Foundry USA Pool
837167	000000000000000000009c712ee10fff7352705e8b3172183fdc93512bebc5d8	2024-04-01 00:38:47	2024-03-31 23:21:37	2250345	581148	3993789	536870912	20000000	100000000000000000000000000000	bd73873b7ab854198657a004e511000a2b8593631fade5ac85b2848ff944bcfd	1150095371	386097875	83126997340025	000000000000000000000000000000000000000071e798b1bded8c0e34428fa0	032fc60c194d696e656420627920416e74506f6f6c202f004601057103aafabe6d6d56c828c69720c8d41261bf0edb37d380031cf100147fff1778167fa92ce4ec5410000000000000000000a0dc05a5920000000000	2332	2155	5164	7735	406734806337	290014112	407359806337	290459776	23214345	16552.5254	10318.083	7.357	5815.221	4.1463	41212.040038448	625000000	445643.75	648214345	462196.2812	AntPool
837168	00000000000000000002942f3337463452032c1dcb866b9288e1ffee3c74a480	2024-04-01 00:48:06	2024-03-31 23:25:21	2949449	348017	3993500	783540224	2eb3e000	101110101100111110000000000000	6dc0ee2a8c8a35e86add8adbacc99bcee655c3d2161590a6729d44600a1a779a	1708419654	386097875	83126997340025	000000000000000000000000000000000000000071e7e44c8cae2a476e722ac0	0330c60c1b4d696e656420627920416e74506f6f6c3936302f01240108c66ae7fabe6d6d2073c882b8f8ce47198ed197c4885988566f22f4abb74445d61a3241b3ec0a3d1000000000000000000124e9cec5000000000000	1445	1356	3286	4941	206601545925	147313104	207226545925	147758752	20314257	14484.6748	6888.5894	4.9121	5089.124	3.6286	34922.29549123	625000000	445643.75	645314257	460128.4375	AntPool
837169	00000000000000000002a6631791620d704ba2ad60f0828883196ba7959ea1e1	2024-04-01 00:57:10	2024-03-31 23:48:17	3046375	315552	3993031	545259524	20800004	100000100000000000000000000100	13abd42ef663258b0169f182cb33dee703a9a4d7b4ccae15db118e7c04852501	3844432688	386097875	83126997340025	000000000000000000000000000000000000000071e82fe75b6ec880a8a1c5e0	0331c60c0467060a662f53424943727970746f2e636f6d20506f6f6c2f07c5034ce47a020000000000	1209	1141	2823	4787	158165642517	112776848	158790642517	113222488	21342925	15218.1455	7006.672	4.9962	5346.447	3.8119	12235.54520291	625000000	445643.75	646342925	460861.9062	SBICrypto
837170	000000000000000000014c17d0fbeca150414cec7636b526730e4d973d9fda9d	2024-04-01 01:00:31	2024-04-01 00:03:10	3565172	144284	3998024	536887296	20004000	100000000000000100000000000000	5709ebb63b0bf418c7862db5fcceede2ef4d82e967f83405e3fca485593c587a	4050378934	386097875	83126997340025	000000000000000000000000000000000000000071e87b822a2f66b9e2d16100	0332c60c2cfabe6d6d1b1beba76712a949fef68591ab772aa944a2dc3b4537441e4d461d7c2371eb9010000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050044e79f64	690	659	1201	2217	128827408291	91857808	129452408291	92303448	19717487	14059.1602	5531.4243	3.9438	4934.3457	3.5181	2946.9969339229	625000000	445643.75	644717487	459702.9062	F2Pool
837171	000000000000000000024eeefd4e626bf23a27205fa076e9a6b93949f11f5fa3	2024-04-01 01:19:31	2024-04-01 00:19:30	2398190	531573	3992909	536870912	20000000	100000000000000000000000000000	82d3eec2259916d16bfc8bb30e6aba9e456367db9e9c1815c46e1c48bf68af00	551920764	386097875	83126997340025	000000000000000000000000000000000000000071e8c71cf8f004f31d00fc20	0333c60c04a10b0a662f466f756e6472792055534120506f6f6c202364726f70676f6c642f0e684219b300c72800000000	2249	2029	4614	7614	918331398588	654797824	918956398588	655243456	24879746	17740.0059	10375.67	7.3984	6232.6685	4.4443	20862.768654001	625000000	445643.75	649879746	463383.75	Foundry USA Pool
837172	00000000000000000001aca8ffa2b9c0e9db35d9138d986f59efaf7a57feb38e	2024-04-01 01:23:31	2024-04-01 00:38:47	3370445	207601	3993248	547356672	20a00000	100000101000000000000000000000	0fe57b3c2475bc978912384a472ddcd9496ead8c61c355f7a0d91609b51744e6	293213270	386097875	83126997340025	000000000000000000000000000000000000000071e912b7c7b0a32c57309740	0334c60c0f2f736c7573682f2f002801156fe228fabe6d6d3c626678f87665933918ebe82c634873bfd1a41abb79fd49e6142e98204910311000000000000000000060df2600068c02000000	874	810	1715	3071	157636612949	112399632	158261612949	112845280	20157065	14372.5918	5981.204	4.2646	5049.557	3.6008	25945.840941881	625000000	445643.75	645157065	460016.3438	SlushPool
837173	00000000000000000002a5e011b834fedc2cd64cd0b4f31d699c9f023cfda54b	2024-04-01 01:26:29	2024-04-01 00:48:06	3383640	203333	3993639	905969664	36000000	110110000000000000000000000000	f810b4bab0f547a919100e0122ef7a91887ede449681c55e58cdcc6e38bd7e5b	382882655	386097875	83126997340025	000000000000000000000000000000000000000071e95e529671416591603260	0335c60c1062696e616e63652f2f00ad03167fd3fffabe6d6d8a908dcc546bb431d9521f343f20cd1f0b341dd7cb76f948866a131f557230ed100000000000000000003fa0af00080000000000	851	814	1927	2875	99853675733	71198664	100478675733	71644312	17849349	12727.1211	5275.918	3.7619	4471.4106	3.188	7951.0458710254	625000000	445643.75	642849349	458370.875	Binance
837174	000000000000000000021d04832d4c605c9e620975ae58591bc19de5a00e507f	2024-04-01 01:38:28	2024-04-01 00:57:10	1866711	708756	3992979	537239552	2005a000	100000000001011010000000000000	c1e77722a464c1fee8cc4e893961766c5632b4c23923d4dbc4a147af51fa7817	1778984517	386097875	83126997340025	000000000000000000000000000000000000000071e9a9ed6531df9ecb8fcd80	0336c60c0414100a662f466f756e6472792055534120506f6f6c202364726f70676f6c642f1a56e1770a0d010000000000	2029	1884	7431	8123	298740888011	213011216	299365888011	213456864	18805754	13409.0664	10075.875	7.1845	4710.9795	3.3591	56366.401640586	625000000	445643.75	643805754	459052.8125	Foundry USA Pool
