id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
841160	00000000000000000000a653dc3ea855b96767aa361505a4a9ae82792f0cec95	2024-04-28 00:08:18	2024-04-27 22:37:35	1536221	818996	3993209	612573184	24832000	100100100000110010000000000000	c9c1b7d71f987508bc90a1cd636ae10844151afeeb601fa3b9fb2f244d1dc90e	3062211132	386085339	88104191118793	000000000000000000000000000000000000000076a2dc3c2c2be649df1e2bce	03c8d50c0473932d662f466f756e6472792055534120506f6f6c202364726f70676f6c642f136a98255cb9000000000000	4573	4487	7275	13228	338656526923	214813216	338969026923	215011440	53240843	33771.1992	34664.69	21.9884	13337.028	8.4598	2200.086914267	312500000	198221.875	365740843	231993.0781	Foundry USA Pool
841161	000000000000000000017bf3a019e01f1e6772224b6517749e9abf4b155859d7	2024-04-28 00:10:26	2024-04-27 23:20:44	1716431	759059	3993608	537346048	20074000	100000000001110100000000000000	5af00d940f10f59030575ab9364001a497d8417a76a1dfaf46049ca8d3f18398	3271749910	386085339	88104191118793	000000000000000000000000000000000000000076a32c5dd7515f387ee12c2c	03c9d50c194d696e656420627920416e74506f6f6c20b7000a074bdfe2cefabe6d6dae10ff7ce38f66cd31f36de03037e73770fdfe731478bbf0a14c1db41a8ceb7410000000000000000000400e0a4e000000000000	4336	4284	5963	12960	85861627290	54462888	86174127290	54661112	40989944	26000.332	23887.525	15.1524	10268.495	6.5131	23825.990223642	312500000	198221.875	353489944	224222.2031	AntPool
841162	000000000000000000013835132fed0285c0cd45f13b69ff99d5e3eeda5f1ec7	2024-04-28 00:28:58	2024-04-27 23:44:31	1504228	831196	3997816	536903680	20008000	100000000000001000000000000000	1be0bf9c6cf515efae60de5d2e135b5babbb51aef6daf5563a2b47fd566c06f1	2332165367	386085339	88104191118793	000000000000000000000000000000000000000076a37c7f8276d8271ea42c8a	03cad50c2cfabe6d6d1707f1efa74911a69a8f2c88bed73e193e104a84a6cf62bc008d43ecb9870e7310000000f09f909f092f4632506f6f6c2f6700000000000000000000000000000000000000000000000000000000000000000000000500ab06a200	5006	4944	6708	14362	1954222812224	1239583104	1954535312224	1239781248	60441198	38338.457	40195.332	25.4961	15126.333	9.5946	28310.117555273	312500000	198221.875	372941198	236560.3281	F2Pool
841163	00000000000000000001e4c9619a817c8e52726e2a831057dc3ee20fc7466944	2024-04-28 00:30:21	2024-04-27 23:53:25	1652923	779987	3992884	776929280	2e4f0000	101110010011110000000000000000	1e0aa0f84335994e5d04e2350fd8e5f3ff57d5c2a79fc678372ff21c9b129632	375589572	386085339	88104191118793	000000000000000000000000000000000000000076a3cca12d9c5115be672ce8	03cbd50c04b1982d66537069646572506f6f6c2f38382f0b22d2dd2922000000000000	4064	3985	7413	12055	110059469665	69811824	110371969665	70010048	35591951	22576.3301	21537.19	13.6611	8916.659	5.6561	11587.647548437	312500000	198221.875	348091951	220798.2031	SpiderPool
841164	000000000000000000010a7c525635d88a7d2686cb29e69a2f76cf2affed6cec	2024-04-28 00:37:52	2024-04-27 23:59:36	1573046	808259	3997823	1006632960	3c000000	111100000000000000000000000000	00295743669cd396745bd9b78521a1b4aa0465d9fb23e7cdad835534c95488b6	3099525618	386085339	88104191118793	000000000000000000000000000000000000000076a41cc2d8c1ca045e2a2d46	03ccd50c2cfabe6d6da4734524fa220455b1913b3197ab9cff98128f09cdda5e52a1c0f5621bddc4a410000000f09f909f092f4632506f6f6c2f6c00000000000000000000000000000000000000000000000000000000000000000000000500c1e51500	4293	4214	7323	12016	217819637613	138165168	218132137613	138363392	41509860	26330.1191	26397.283	16.7439	10388.459	6.5892	3528.5641020008	312500000	198221.875	354009860	224552	F2Pool
841165	00000000000000000000d848ad7c050055540dc6c3844ca8021be2a24e27142f	2024-04-28 00:39:45	2024-04-28 00:08:18	1748464	748429	3993751	637534208	26000000	100110000000000000000000000000	8612b7ad3ba61215a192e274770d5999688835e61930670e02a0e2d7040a963c	31011558	386085339	88104191118793	000000000000000000000000000000000000000076a46ce483e742f2fded2da4	03cdd50c194d696e656420627920416e74506f6f6c20d6007d06565b5819fabe6d6db4ed8656270bf8011572abd055e16c85356c0e259e64a91399ae01342fe3fa3b10000000000000000000e34d31e4050000000000	3047	2955	6910	9730	36710157723	23285620	37022657723	23483842	29867345	18945.1562	17086.69	10.8385	7481.8765	4.7459	2894.4361025802	312500000	198221.875	342367345	217167.0312	AntPool
841166	00000000000000000000e006aa1e7a8631937f57d823659e8623408fe0633d30	2024-04-28 00:41:08	2024-04-28 00:10:26	1463214	843302	3993120	758644736	2d380000	101101001110000000000000000000	520d29f2147487c39e1e410936c1956ebddd10f877cd92314f811fe96196123c	702939728	386085339	88104191118793	000000000000000000000000000000000000000076a4bd062f0cbbe19db02e02	03ced50c04259b2d662f466f756e6472792055534120506f6f6c202364726f70676f6c642f11593493d240f51500000000	5125	5083	7393	11766	31230248891	19809660	31542748891	20007882	27229036	17271.6504	18613.385	11.8064	6821.1265	4.3266	2543.2930591519	312500000	198221.875	339729036	215493.5312	Foundry USA Pool
841167	0000000000000000000240aba3629247e3afbb3369cf47964349167f054d8b0b	2024-04-28 00:43:42	2024-04-28 00:28:58	1652198	780257	3992969	536969216	20018000	100000000000011000000000000000	c6c7184d6dff1aafe445764e2383687c6beac71c93c3e576216e9e42f1ab2c4c	3642292065	386085339	88104191118793	000000000000000000000000000000000000000076a50d27da3234d03d732e60	03cfd50c04bf9b2d662f466f756e6472792055534120506f6f6c202364726f70676f6c642f17f0957dbb65050000000000	4668	4635	6447	14206	67741925541	42969380	68054425541	43167604	30017534	19040.4219	18171.982	11.5267	7519.9556	4.77	219.64509360455	312500000	198221.875	342517534	217262.2969	Foundry USA Pool
841168	00000000000000000002f1fd371a0b1cb1805f1185aa29ee2cb928e1777046d2	2024-04-28 01:13:01	2024-04-28 00:30:21	1556867	812300	3993767	536903680	20008000	100000000000001000000000000000	2119cf6914acb6bd50025bac326392dfb34e005dee39706f6442626120b916c2	3439056220	386085339	88104191118793	000000000000000000000000000000000000000076a55d498557adbedd362ebe	03d0d50c194d696e656420627920416e74506f6f6c202e00570262414bbafabe6d6d47fd10f4b40c5fea93a205cb79c47f1f19cdbe380ee858a125d36390ad9ef48e10000000000000000000ff6b2c00000000ed8af3	4416	4331	6565	13726	802077605691	508765856	802390105691	508964064	60854160	38600.4023	39099.508	24.8015	15244.123	9.6694	16799.251688213	312500000	198221.875	373354160	236822.2812	AntPool
841169	00000000000000000000605a0b28712f1fe0fe2713e73e1fe720c77e6b13b97c	2024-04-28 01:26:15	2024-04-28 00:37:52	1578339	804898	3993033	570425348	22000004	100010000000000000000000000100	9232ecb213d431acd26589cc02895619090b13500df7adf6f4fc2dcda8e99cc8	2558490424	386085339	88104191118793	000000000000000000000000000000000000000076a5ad6b307d26ad7cf92f1c	03d1d50c04b8a52d662f53424943727970746f2e636f6d20506f6f6c2f01f6c5844f493d0000000000	3900	3831	7288	13122	274831608414	174328432	275144108414	174526656	44915755	28490.5117	28462.82	18.0544	11251.484	7.1366	6534.7343626911	312500000	198221.875	357415755	226712.3906	SBICrypto
